Id,SalePrice
1461,503.84724109593714
1462,653.8389441220789
1463,686.0791426501846
1464,677.5691304335792
1465,655.2983471973818
1466,658.8680894587579
1467,601.2497028602371
1468,604.3874940298412
1469,683.1521068041976
1470,472.2813618664585
1471,681.9071327727165
1472,398.9471099896181
1473,442.5214124743186
1474,619.4489643344758
1475,425.83577687819417
1476,1044.6832530084166
1477,821.0309914885181
1478,875.8836609819033
1479,926.5760312120144
1480,1364.6827317552916
1481,1032.1306510713623
1482,694.2388386547109
1483,665.7774043722446
1484,584.2304479335855
1485,571.821269193176
1486,695.4971769098079
1487,1112.77741234483
1488,846.0518094284337
1489,646.8314686612517
1490,744.1671220826171
1491,677.928953769395
1492,521.113280087952
1493,748.0933111508832
1494,981.9869912523942
1495,968.425316075156
1496,751.0941377526151
1497,698.0264718615814
1498,506.4789381739476
1499,506.4789381739476
1500,516.276055783744
1501,617.3374594998273
1502,461.97856136323793
1503,760.8628410719763
1504,770.5373585603659
1505,763.8110973769742
1506,911.8632641915359
1507,1015.3387039589479
1508,848.7004330107112
1509,686.3344915767975
1510,630.1614534952748
1511,621.2216761037855
1512,761.9109234677661
1513,763.9519748548481
1514,800.2367399997099
1515,1091.2423492407959
1516,680.8496538841052
1517,561.300889319818
1518,812.4815548617081
1519,761.1629949702773
1520,567.0485731357527
1521,596.649617371692
1522,785.3057976043997
1523,559.732740399086
1524,531.7430863153916
1525,487.6516924767121
1526,490.095675997895
1527,538.1214218045449
1528,527.7567595096392
1529,603.0920378935134
1530,699.8005205604728
1531,758.4154010643313
1532,434.18171611435827
1533,690.6796047965852
1534,532.515876181681
1535,675.8622568139987
1536,581.6249150678844
1537,479.28530744972056
1538,646.2932402974063
1539,925.5370778385351
1540,840.5480112837467
1541,647.9584510417325
1542,685.3440380112769
1543,832.1082753275315
1544,378.9587850178078
1545,459.4544210478636
1546,561.3961702821173
1547,612.1735576904551
1548,579.1830785561195
1549,468.74342322213636
1550,659.6504032734065
1551,530.3089890531433
1552,783.1503183903834
1553,582.0546222868077
1554,516.0257148030178
1555,819.8172098286096
1556,498.9058182115632
1557,612.4312951158638
1558,396.94555008594386
1559,701.8662234885277
1560,698.0204916265733
1561,847.9646991356547
1562,464.08054702100264
1563,434.71615473345463
1564,707.5268723747243
1565,595.0520423245989
1566,771.0026090462538
1567,403.7809271771947
1568,824.5014020193863
1569,702.2031512311246
1570,554.6977691853307
1571,668.7037071785983
1572,587.4560521495563
1573,768.3079625305668
1574,662.3566472222152
1575,728.3303203306234
1576,806.2401504094056
1577,641.3140090800889
1578,617.3303082323843
1579,517.6247370174492
1580,701.7402347365171
1581,512.972262789053
1582,464.8970225630587
1583,1019.4481101512106
1584,856.5571507286664
1585,444.5670600608252
1586,325.67538661729
1587,498.5861146143517
1588,594.9258963384428
1589,517.6093428711843
1590,550.9788238387206
1591,444.93442031238874
1592,631.9673765365334
1593,445.7286729498752
1594,903.110231039409
1595,632.1518238692939
1596,861.788396735338
1597,872.0538992939377
1598,686.3690334462577
1599,552.7091506269244
1600,617.1823196560251
1601,274.2861359382362
1602,520.3988842823766
1603,481.0869500359629
1604,826.7545356569153
1605,818.6949755379921
1606,652.9445505425772
1607,1042.1856406670615
1608,704.0597526725878
1609,626.1444979934196
1610,590.8523383075946
1611,649.5403497075918
1612,737.8567470397248
1613,705.5953280526085
1614,468.89314129485393
1615,407.3318227213092
1616,407.3318227213092
1617,441.868537243026
1618,448.0326191026646
1619,446.351158207842
1620,980.3868700822111
1621,542.5636660539566
1622,607.2859433591857
1623,894.1258905200064
1624,790.3626153879158
1625,470.1836783422388
1626,728.4526387340035
1627,682.1270076925254
1628,903.8163480856385
1629,680.7858208247568
1630,1236.343129207311
1631,745.4837679948074
1632,867.7895893178697
1633,574.8551560804991
1634,687.652854311437
1635,605.8705276019073
1636,603.8438523512381
1637,785.4773192657988
1638,851.7982915958873
1639,832.6784907919259
1640,1086.131791109063
1641,848.7135667985727
1642,786.4110539958548
1643,792.3659205886482
1644,756.3165036489893
1645,808.5045377138881
1646,581.4760003557941
1647,614.7478851690561
1648,604.5576871255525
1649,527.4460560767492
1650,470.120574402657
1651,470.120574402657
1652,398.9471099896181
1653,401.84529582360835
1654,636.1436158315291
1655,542.9955593576808
1656,619.4489643344758
1657,636.1436158315291
1658,619.4489643344758
1659,430.3038133722625
1660,598.4418819339606
1661,1198.5403781717007
1662,1111.2532445540255
1663,1044.754847458774
1664,1331.1858912864554
1665,906.0057123580368
1666,938.7608704861204
1667,1061.8214105618254
1668,920.4715172718164
1669,795.0750840065193
1670,941.2155656914864
1671,886.1083507589091
1672,1243.2136466926822
1673,966.114764571731
1674,850.0490872946506
1675,688.0128058473362
1676,680.8849741693015
1677,688.35267813068
1678,1269.6488842592075
1679,1102.12941499524
1680,952.0697515228369
1681,740.9687858658735
1682,878.5124837632895
1683,709.3510939482071
1684,590.8137799283124
1685,603.3595766994241
1686,614.0644397145633
1687,571.821269193176
1688,670.6491560394428
1689,656.2972827091294
